restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,region,lat,lon
La Martinatica,via Martinatica 20,Pietrasanta,55045,Italy,€€€,"Italian,ModernCuisine","This renowned restaurant occupying an old mill with rustic yet elegant decor has recently been taken over by new chefs who have come here from elsewhere in Versilia. The menu offers a selection of fish and meat dishes, all of which are prepared in the same modern and unfussy style.","['Car park', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0584 178 8946,https://www.martinatica.it/,Tuscany,43.9601265,10.2264924
Rezzano Cucina e Vino,via Asilo Maria Teresa 34,Sestri Levante,16039,Italy,€€€,"Seafood,MediterraneanCuisine","This restaurant was opened in 2003, completely renovated in a significantly simple style. The tables are wooden; the cuisine is enjoyable, tried and true.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0185 450909,http://www.rezzanocucinaevino.it,Liguria,44.2698329,9.3931921
Sa Mandra,"SP 44, km 1",Alghero,7041,Italy,€€,"Sardinian,TraditionalCuisine","Situated on the Azienda Agrituristica Sa Mandra, this restaurant allows guests to savour one of Sardinia’s emblematic ingredients, namely delicious roast suckling pig which is the focus of the single menu offered here. Once seated at your table, you’ll be served a host of small bites and courses, all of which are based on this main ingredient. Make sure you arrive early to watch the pig being cooked – the owners are happy to explain the procedure, right down to the smallest detail. Guestrooms are also available.",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 079 999150,https://www.aziendasamandra.it/it/,Sardinia,40.5464537,8.3277848
Umberto a Mare,via del Soccorso 8,Forio,80075,Italy,€€€,Seafood,"Situated in a breathtaking location below the Chiesa del Soccorso, this restaurant boasts views of the sea and sunset that are hard to beat, while its fine, elegant cuisine, based on updated Campanian recipes, is more than a match for the spectacular setting. Featuring delicious dishes such as tagliatelle with squid, lemon and soya milk, a reinterpreted version of parmigiana, “mescafrancesca” (mixed pasta) with prawns and Controne beans, and a mouthwatering dessert trolley, Umberto is one of the island’s unmissable restaurants. The impressive wine cellar (which can be visited) is home to more than 1 000 labels, including a fine selection of champagnes.","['Great view', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 081 997171,https://www.umbertoamare.it,Campania,40.7376538,13.8574085
Villa Giulia - Al Terrazzo,via Parè 73,Valmadrera,23868,Italy,€€€,"Italian,ClassicCuisine","Housed within an elegant late-19C hotel overlooking the lake, this romantic restaurant offers stunning views from its outdoor terrace. The cuisine is mainly Italian, with the occasional modern and imaginative twist. Add in a charming stone wine cellar stocked with top-quality labels, plus modern guestrooms for anyone wanting to prolong their stay.","['Car park', 'Garden or park', 'Great view', 'Restaurant offering vegetarian menus', 'Terrace']","['Dinersclub', 'Mastercard', 'Visa']",+39 0341 583106,https://www.villagiulia-alterrazzo.com,Lombardy,45.8471678,9.3603367
Cascina Vittoria,via Roma 26,Rognano,27010,Italy,€€€,"TraditionalCuisine,Farmtotable","Situated in a rural setting surrounded by rice fields outside Milan, this restaurant specialises in home-made pasta and breads, vegetables grown in its own garden, and Piedmontese meat cooked in traditional fashion over a barbecue grill. Takeaway produce is also available for purchase.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0382 923772,https://www.cascinavittoria.it/,Lombardy,45.2886377,9.0894752
Enoteca Del Duca,via di Castello 2,Volterra,56048,Italy,€€,"ClassicCuisine,Tuscan","Despite the change of ownership at this centrally located restaurant right behind the castle and the main square, there’s a certain continuity to the cuisine which remains focused on classic dishes with a regional flavour (with the option of steak on the menu). The dining room features old stone walls, plus there’s also an attractive outdoor space for summer dining.","['Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0588 81510,,Tuscany,43.4017661,10.8594039
Il Favri,via Borgo Meduna 12,San Giorgio della Richinvelda,33095,Italy,€,"Friulian,TraditionalCuisine","This inn, which has been serving food since the early 19C, boasts a warm atmosphere with a rustic feel. The beautiful garden makes a delightful setting in fine weather, while the cuisine focuses on traditional dishes from Friuli, such as “frico” (potato, onion and cheese fritter) and cured ham.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0427 94043,http://www.ilfavri.it,Friuli-Venezia Giulia,46.0455288,12.8666077
Josè Restaurant - Tenuta Villa Guerra,via Nazionale 414,Torre del Greco,80059,Italy,€€€,"Campanian,Contemporary","Leaving the traffic behind, you enter the beautifully tended gardens of this 18C villa, a reminder of the splendour of the “Golden Mile” and its luxurious residences. This golden age is now brought back to life in the kitchens of Josè restaurant, that serves delicious cuisine inspired by the traditions of Campania. In summer, a simpler menu featuring grilled dishes and pizzas is served in the villa gardens. The “Bourbon” wine cellar (as historic as the villa itself) houses an extensive wine selection, some also available by the glass.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 081 883 6298,https://www.joserestaurant.it/,Campania,40.7864447,14.3658584
La Cantinella,località Montemarciano 70/g,Montemarciano,52028,Italy,€,"Tuscan,ModernCuisine","A little country restaurant with pleasantly distinctive interiors and summer service al fresco on the terrace. Traditional Tuscan cuisine on the menu, with a modern touch.","['Car park', 'Great view', 'Restaurant offering vegetarian menus', 'Terrace']","['Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 055 917 2705,,Tuscany,43.6400042,13.3103879
La Filanda,via Carducci 21/e,Asola,46041,Italy,€€,"Seafood,ModernCuisine","Housed on the first floor of an old silkworm factory, with a contemporary-style dining room that opens out on to a beautiful terrace in fine weather, this restaurant is one of the few in the province to serve top-quality fish and seafood, including a good selection of raw options. The cooked dishes on offer demonstrate a light modern touch and are prepared whenever possible using vegetables from the restaurant’s own garden.","['Air conditioning', 'Terrace']","['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 0376 720418,https://www.la-filanda.it/,Lombardy,45.2209284,10.4132951
La Lumira,corso Martiri 74,Castelfranco Emilia,41013,Italy,€€,"Emilian,ModernCuisine","Situated in a village famous for its “tortellino in brodo” dish, Lumira serves Emilian cuisine with a modern twist. Highlights on the menu include fresh home-made pasta such as traditional tortellini and modern tagliatelle verdi with a beef and pea ragù, as well as the highly recommended veal fillet in a traditional balsamic vinegar sauce, which is full of intense flavours. Contemporary decor and welcoming service add to the relaxing dining experience. Among the Sangiovesi wines from Romagna on the wine list, we recommend Lillybet, a well-structured red with superb floral notes.",['Car park'],"['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 059 926550,https://ristorantelumira.com/,Emilia-Romagna,44.5962872,11.0531986
Sapereta,"via Provinciale Ovest 73, località Mola",Porto Azzurro,57036,Italy,€€€,ModernCuisine,"Housed in a historic winery, this simple, rustic - style restaurant is surrounded by a well - kept garden where farmyard animals roam freely. Don’t be fooled by appearances, however – the cuisine here is modern, with meat dishes taking pride of place on the menu.","['Car park', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0565 95033,https://www.ristorantesapereta.it,Tuscany,42.7645689,10.3987053
Trattoria Ceriati,Località Cangelasio Ceriati 18,Salsomaggiore Terme,43039,Italy,€,"Emilian,TraditionalCuisine","Situated in attractive countryside where the plains give way to rolling hills (a perfect destination for a Sunday outing), this simple yet well-kept trattoria serves all the usual traditional local specialities. The typical fresh pasta and the desserts are all home-made.","['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']","['Dinersclub', 'Mastercard', 'Visa']",+39 0524 573654,,Emilia-Romagna,44.8156699,9.9780664
Vecchia Malcesine,via Pisort 6,Malcesine,37018,Italy,€€€€,"Countrycooking,Creative","Situated in a small alleyway in a tranquil spot above the historic centre of Malcesine, this restaurant opens on to a surprising garden planted with olive trees and boasting fine views of much of Lake Garda. The restaurant is run by chef Leandro Luppi, originally from the Alto Adige, who has been creating superb cuisine in this region for over 20 years and is renowned for his skilful and imaginative dishes. He now showcases his creative, personalised recipes on two tasting menus: “Qcina 24” features his latest creations, while “Our Classic” is dedicated to his iconic specialities. Dishes can also be chosen individually à la carte style.","['Garden or park', 'Great view', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 335 637 7699,https://www.vecchiamalcesine.com/,Veneto,45.7640798,10.8088719
Villa Arcadio,"via Palazzina 2, località Villa di Salò",Salò,25087,Italy,€€€,"MediterraneanCuisine,Contemporary","The new chef at this restaurant prioritises beautiful presentation in his modern interpretations of Italian dishes, which are even more enjoyable in summer when meals are served outdoors, surrounded by greenery and with fine views of the southern part of Lake Garda and its shoreline.","['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0365 42281,https://www.hotelvillaarcadio.it/,Lombardy,45.6071518,10.5285756
Battipalo,viale Vittorio Veneto 2,Lesa,28040,Italy,€€,ModernCuisine,"A young couple opened this attractive restaurant next to the ferry dock some years ago. The large windows offer romantic views of the lake, while the distinctly modern cuisine focuses on meat and fish alike. Excellent care has been taken in selecting the wine list. There is also a pleasant outdoor area for alfresco dining.","['Air conditioning', 'Terrace']","['Mastercard', 'Visa']",+39 0322 76069,https://www.battipalolesa.it/,Piedmont,45.8300977,8.5647848
Da Noemi,via Ragno 31/a,Ferrara,44121,Italy,€,Emilian,"The mother of the current owner opened this busy restaurant in a medieval alleyway in the historic centre, giving it her own name. The historic dishes here reflect the culinary traditions of Ferrara, with specialities such as salama da sugo (pork sausage) and pasticcio di maccheroni (a baked pasta dish) on the menu. A must for anyone looking to sample local dishes already famous during the time of the Este family.",['Air conditioning'],"['Mastercard', 'Visa']",+39 0532 769070,https://www.trattoriadanoemi.it/it/,Emilia-Romagna,44.8360145,11.6187445
Da Marchesi,Località Ca' Gianessi 7,Novafeltria,47863,Italy,€,Countrycooking,"Situated on a road that climbs through the Apennines between Romagna and the Marche, this small restaurant serves good, simple and traditional Romagna cuisine. The menu features home-made pasta and local meat dishes, as well as daily specials which focus on seasonal ingredients (don’t miss the “fossa” cheese from Perticara and the tortelloni with melted butter and truffles). One of our inspectors’ favourite trattorias!","['Car park', 'Terrace']","['Dinersclub', 'Mastercard', 'Visa']",+39 0541 920148,https://www.damarchesi.com/,Emilia-Romagna,43.8958929,12.2902996
I Tigli,via Camporosolo 11,San Bonifacio,37047,Italy,€€,"Pizza,Sharing","An iconic pizzeria which has brought Italy’s favourite street-food snack right up to date! With almost 30 years’ experience behind him, Simone Padoan knows how to make difficult things easy: he uses a mix of wholemeal flours and pays meticulous attention to natural leavening processes to create a dough which has a crispy crust yet soft interior. He also focuses on different types of toppings, including fish, meat and vegetables – whether your preference is for traditional or more imaginative pizzas, every option is of the highest quality. A choice of excellent desserts provides the perfect conclusion to your meal!","['Air conditioning', 'Wheelchair access']","['Maestrocard', 'Mastercard', 'Visa']",+39 045 610 2606,https://www.pizzeriaitigli.it/,Veneto,45.3958934,11.2705049
Il Trillo,via Bergiola Vecchia 30,Massa,54100,Italy,€€€,"Countrycooking,ClassicCuisine","Situated in the hills overlooking the town, this restaurant occupies an old house that is also home to the estate’s wine cellars. Charming setting and cuisine full of flavour, with the option of alfresco dining on the panoramic terrace in summer.","['Air conditioning', 'Car park', 'Great view', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0585 46755,https://www.iltrillo.net/,Tuscany,44.0366108,10.1411152
La Filanda,via Marsala 8,Manciano,58014,Italy,€€,"Tuscan,ModernCuisine","Situated in the heart of the historic centre, this restaurant occupies an old spinning mill (""filanda"")  that has been completely restored without losing any of its original charm. Here, self-taught chef Barbara serves traditional dishes reinterpreted with real flair, such as the involtino di ciaffagnone filled with Maremma beef on a bed of melted pecorino cheese and crispy leek. The chef’s husband oversees the wine list, which includes a selection of Tuscan labels.","['Air conditioning', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0564 625156,https://www.lafilanda.biz,Tuscany,42.587373,11.5155585
Locanda del Capitano & Tipico Osteria,via Roma 7,Montone,6014,Italy,€€,"Umbrian,TraditionalCuisine","The Locanda del Capitano and the Tipico offer menus showcasing traditional Umbrian dishes (the former serves gourmet cuisine, while the latter offers a simpler menu). The wine list boasts over 400 labels, while the olive oil selection includes the best oils from the region. Our inspector particularly enjoyed the “maritozzo di mazzafegato” (a type of sausage bun) with escarole, caramelised onions and olives.","['Air conditioning', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 075 930 6521,https://www.ilcapitano.com/,Umbria,43.3639074,12.3269195
Le Antiche Sere,via P. Micca 22,Lesina,71010,Italy,€€,"Apulian,Seafood","A small restaurant overlooking the lake in Lesina, where everything revolves around the professionalism and experience of the owner - chef, who selects the best produce from the lake region, including fish and aromatic herbs, and even produces his own mullet roe. Regional flavours are to the fore here, with the occasional modern twist.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0882 991942,https://www.leantichesere.it/,Apulia,41.8650691,15.352822
Meltemi,piazzale Carbone 3,Parma,43121,Italy,€€,Seafood,"A maritime focused oasis in a city where the traditional specialities revolve around meat, this restaurant serves fish dishes with various options ranging from raw fish to antipasti. Pleasant ambience with an attractive modern decor.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Dinersclub', 'Mastercard', 'Visa']",+39 0521 030814,https://www.ristorantemeltemi.com/,Emilia-Romagna,44.8010694,10.3283497
Antica Osteria,via Venezia 11,Ossana,38026,Italy,€€,"RegionalCuisine,SeasonalCuisine","A pleasant restaurant with three charming dining rooms, where the whole family pulls together with spectacular results. Delicious regional cuisine is to the fore, with dishes such as venison carpaccio with pineapple and raspberries on the menu.",[],"['Mastercard', 'Visa']",+39 0463 751713,https://ristoranteanticaosteria.it/,Trentino-South Tyrol,46.3074067,10.7360111
Ca' Apollonio Gourmet,via Molinetto 5/a,Romano d'Ezzelino,36060,Italy,€€€€,Creative,"This restaurant is housed in the Salone delle Colombe (the name comes from the fresco of doves on the ceiling) of a villa which dates back to the 16C, although its present appearance dates mainly from the 19C. Here, chef Alessio Longhini serves two tasting menus prepared partly using ingredients from the property’s own kitchen garden, which is surrounded by 18ha of grounds. Elaborate, creative and top-quality dishes served in an elegant setting.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 0424 191 0054,http://www.caapollonio.com,Veneto,45.7746624,11.7707139
Casa D'Angelo,via San Nicola 5,Fara Filiorum Petri,66010,Italy,€€,"CuisinefromAbruzzo,SeasonalCuisine","Housed in what was once an old family home, this elegant restaurant serves delicious regional cuisine. The menu includes dishes that have been skilfully and imaginatively enhanced by the chef, such as warm pheasant terrine with apple, alongside more traditional fare, from cured ham to charcoal-grilled local lamb and potato gnocchi with a duck sauce. The restaurant’s own extra-virgin olive oil often adds further flavour to the dishes. The 4-course tasting menu deserves a special mention for its excellent value for money.","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']","['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 0871 70296,https://www.casadangelo.it,Abruzzo,42.2485513,14.1859438
Da Nicolo,corso Cavour 32,Carloforte,9014,Italy,€€,"Seafood,ModernCuisine","Located in an advantageous spot along the promenade, where there is a summer dining area, this restaurant is really patronized for the quality of its food. Serving seafood and Carlofortinian specialties.",['Terrace'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0781 854048,https://www.ristorantedanicolo.com/,Sardinia,39.1456551,8.3056543
La Cuccagna - Giro di Vite,corso Umberto I 168,Crispiano,74012,Italy,€€,Apulian,"There are many reasons to visit this excellent family - run restaurant in the village centre, the most important of which is the food – fresh vegetables, delicious first courses (the fresh troccoli pasta with wild chicory, cherry tomatoes and broad beans is excellent) and carefully selected meat dishes (the father was once a butcher! ). Close attention is also paid to the wine, with more than 500 labels just waiting to be opened in the beautiful wine cellar.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 099 616087,https://www.lacuccagnagirodivite.com/,Apulia,40.6052874,17.231099
Locanda dei Salinari,via XX Settembre 67,Cervia,48015,Italy,€€,"Seafood,CuisinefromRomagna","In the old village of Salinari, a young enterprising chef runs this simple restaurant. His creative cuisine is prepared with the best regional produce of Romagna.","['Air conditioning', 'Terrace']","['Mastercard', 'Visa']",+39 0544 971133,https://locandasalinari.it/,Emilia-Romagna,44.2610586,12.3498263
Orto,contrada Tortorella,Monopoli,70043,Italy,€€,"Contemporary,SeasonalCuisine","Orto is the restaurant of the delightful Nina Trulli resort. In its beautiful Mediterranean courtyard, enjoy personalised, well-presented dishes where meat and fish are balanced by the use of fruit and vegetables, many of which come from the restaurant’s own kitchen garden and orchard. Reservation strongly recommended.","['Brunch', 'Car park', 'Garden or park', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 080 222 6831,https://www.ortoilristorante.com,Apulia,40.9529257,17.3014267
Osteria Piazzetta Cattedrale,largo Arcidiacono Trinchera 7,Ostuni,72017,Italy,€€,"Apulian,ModernCuisine","Run by a married couple with the wife in the kitchen and the husband front of house, this gem of a restaurant just a few metres from the cathedral stands out for its top - quality produce (mainly from Puglia), in dishes such as broad bean purée with seasonal vegetables. Other specialities include sformatino (a type of soufflé) with courgette flowers, spring onions and date purée; suckling pig with baked potato and wild greens; and warm sfogliatina pastry with vanilla cream.",['Air conditioning'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0831 335026,https://www.piazzettacattedrale.it/,Apulia,40.7320927,17.5775643
Taverna Kus,contrada Castello 14,San Zeno di Montagna,37010,Italy,€€€,"Farmtotable,SeasonalCuisine","An attractive restaurant situated on the western slopes of Monte Baldo overlooking Lake Garda, with a number of rustic yet elegant and welcoming dining rooms, including a bright veranda with partial views of the lake (enjoy the full vista from the outdoor terrace). Various culinary options feature on the menu, including meat, fish and vegetarian dishes, all colourful, full of flavour and beautifully cooked and prepared using mainly local and seasonal ingredients. The well-stocked and carefully chosen wine list deserves a special mention: among the 1 000 or more bottles stored in the old giasàra (underground cellar), you’re sure to find something you’ll enjoy.","['Car park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 045 728 5667,https://www.ristoranteveronatavernakus.it/,Veneto,45.6379333,10.7321641
Trattoria del Vicolo,vico Ulisse 17,Lipari,98055,Italy,€€,"Sicilian,ModernCuisine","Overlooking the piazza for almost 50 years, this restaurant has been modernised but has nonetheless managed to retain its friendly, no - frills appeal. The walls are decorated with paintings by the chef, who serves up regional gastronomic creations reinterpreted with a contemporary twist.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 090 981 1066,https://www.trattoriadelvicolo.info,Sicily,38.4694248,14.9568853
Villa Crespi,via Fava 18,Orta San Giulio,28016,Italy,€€€€,"Creative,MediterraneanCuisine","Just a stone’s throw from the enchanting village of Orta San Guilio with its picture-postcard views of the lake and San Giulio island, this three-Michelin-starred restaurant boasts a stunning location within a late-19C Moorish-style villa. Impressive both inside and out, this aristocratic residence was once the home of the Crespi family. Today, the villa’s leading light is Antonino Cannavacciuolo, who is now at the helm of a number of Michelin-starred restaurants, of which the Villa Crespi, the most famous and celebrated of them all, is the flagship. Although this chef originally from Vico Equense in Campania takes inspiration from all over Italy and further afield, it is the passion, colour and intense flavours of his native region that shine through in all his dishes. A truly extraordinary experience, with the lake and the villa’s beautiful garden as a backdrop.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0322 911902,http://www.villacrespi.it,Piedmont,45.7998369,8.4051688
Bar à Fromage,rue Grand Paradis 20,Cogne,11012,Italy,€€,"CuisinefromtheAostaValley,ClassicCuisine","A cosy, elegant Stube-style restaurant where the staff wear typical Aosta Valley costume and the menu features dishes with a particular focus on cheese (including an excellent fondue!) alongside traditional regional fare. Typical decor with refined, personalised furnishings and a profusion of wood.","['Car park', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0165 749696,https://www.hotelbellevue.it/it/ristoranti/view/bar-a-fromage-restaurant-de-montagne,Aosta Valley,45.6081076,7.3558484
Casa Perbellini 12 Apostoli,vicolo Corticella San Marco 3,Verona,37121,Italy,€€€€,"Creative,Contemporary","Giancarlo Perbellini returns to his origins in this historic restaurant in his native city, where every chef from Verona (and possibly beyond) would like to work. The updated decor gives the restaurant even more appeal, as does the culinary style and philosophy showcased on three tasting menus: “Io e Silva”, which includes decidedly imaginative dishes (such as cooked and raw shellfish with a dash of soya and peppers) and is dedicated to his wife; “Io e Giorgio”, dedicated to his mentor and former restaurant owner, which features more classic recipes; and, last but not least, the completely vegetarian “L'Essenza”. Special mention must be made of the wine list, which includes an extensive selection of French labels, of which both the sommelier and Giancarlo are huge fans. As a final attraction, make sure you find time to visit the Roman ruins in the basement. We also highly recommend booking the chef's table where you can dine as a couple yet at the same time enjoy the company of the skilled chefs whom you’ll observe working together like the well-practised members of an orchestra – an extraordinary sight!","['Air conditioning', 'Counter dining', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 045 878 0860,http://www.casaperbellini.com,Veneto,45.4379175,10.9938661
Cavallino,corso Romita 83,Tortona,15057,Italy,€€€,ModernCuisine,"Three talented young entrepreneurs who are passionate about good food have taken over this historic restaurant and have given it a new lease of life. The cuisine is contemporary and imaginative, with a firm focus on the region. Local cuisine is also to the fore in the simpler and more informal Trattoria da Ciccio.","['Air conditioning', 'Car park', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 0131 862308,http://www.cavallino-tortona.it,Piedmont,44.8948335,8.8601847
Derby Grill,viale Cesare Battisti 1,Monza,20900,Italy,€€€,ItalianContemporary,"Situated opposite the Villa Reale, this restaurant has the same classic, vaguely British ambience as the Hotel de la Ville in which it is situated, with tables also laid out on its elegant adjoining veranda. The menu features carefully prepared creative meat and fish dishes as well as traditional specialities from Lombardy, including risotto with Monzaluganegasausage, ossobuco with gremolata parsley sauce and saffron rice, and an excellentcostoletta alla Milanese(breaded veal).","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 039 39421,https://derbygrill.it/,Lombardy,45.5843974,9.2735825
Duomo,via Cap. Bocchieri 31,Ragusa,97100,Italy,€€€€,"Contemporary,Creative","Chef Ciccio Sultano provides an intimate portrait of Sicily at this restaurant situated just a stone’s throw from the Duomo di San Giorgio in the heart of Ibla, one of the most charming historic centres in Sicily. Drawing on his deep knowledge of the region, he creates some of the island’s most spectacular cuisine, which is served in comfortable, intimate dining rooms. There are two tasting menus, from which dishes can also be chosen à la carte. We highly recommend the pasta with sea urchin, chard and hazelnuts.","['Air conditioning', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 0932 651265,https://www.cicciosultano.it/,Sicily,36.9249942,14.7306497
Forte del 48,via Vizzotto 1,San Donà di Piave,30027,Italy,€€,"Venetian,Countrycooking","This pleasant restaurant started life in 1848 as a bastion used by the Habsburg army and was later transformed into an inn. Recognised as a “Locale Storico Veneto”, it’s now run by the third generation of the De Faveri family who serve traditional meat and fish dishes here. Comfortable guestrooms are also available for guests wishing to extend their stay.","['Air conditioning', 'Car park', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0421 44244,https://www.hotelfortedel48.com/gourmet.html,Veneto,45.6297319,12.5637034
Fracia,località Fracia,Teglio,23036,Italy,€,"CuisinefromValtellina,TraditionalCuisine","Park the car and walk up a short track (about 50m) to this rustic stone farmhouse with panoramic views of the surrounding valley. A traditional oasis serving delicious local cuisine with a light touch and the occasional Mediterranean influence where, in summer, meals are served at stone tables in the delightful outdoor area with stunning views of the surrounding countryside.",['Terrace'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0342 482671,https://www.ristorantefracia.it/,Lombardy,46.1724134,10.0671593
Il Giardino del Gusto,piazza XX Settembre 6/c,Ventimiglia,18039,Italy,€€€,Creative,"Although not on the seafront, this restaurant is well worth a visit thanks to its excellent owner - chef, who has had years of experience to perfect his French culinary techniques. Exciting tasting menus with dishes which can also be ordered à la carte.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0184 355244,https://emanueledonalisio.com/,Liguria,43.7902499,7.6084888
Il Giurista,via Bartolo 30,Perugia,6122,Italy,€€,"RegionalCuisine,ClassicCuisine","This restaurant is named after Bartolo da Sassoferrato (as is the street on which it stands), a distinguished 14C jurist. From the street, you head down a few steps to the welcoming dining rooms with their historic ambience and brick-vaulted ceilings that keep the temperature pleasantly cool. The cuisine, which focuses exclusively on meat, is traditional and regional in flavour – an entire section of the menu is dedicated to black truffles in season. Friendly and attentive service.",[],"['Amex', 'Mastercard', 'Visa']",+39 075 374 8749,http://www.ristoranteilgiurista.it,Umbria,43.1118312,12.3885382
La Villa,"Contrada Cavallerizza, SS 303 verso Rocchetta Sant'Antonio",Melfi,85025,Italy,€,"CuisinefromBasilicata,TraditionalCuisine",This country restaurant owes its welcoming atmosphere to the special attentions of the family management. The menus are based on traditional recipes that do full justice to the local produce.,"['Air conditioning', 'Car park']","['Dinersclub', 'Mastercard', 'Visa']",+39 0972 236008,https://www.lavillamelfi.it/,Basilicata,40.9943566,15.652948
Lazaroun,via Del Platano 21,Santarcangelo di Romagna,47822,Italy,€€,"CuisinefromRomagna,TraditionalCuisine","The prototype of a typical Romagna restaurant, run by an efficient and friendly family team. Excellent choice of high - quality first and second courses, including fresh pasta, hams and salamis, meat options and grilled dishes. An interesting feature of the restaurant is the presence of ancient tufa caves in the basement. Created around 400 AD and part of an intricate network of underground passages, they were later used by the Malatesta family as an escape route and are now open to the public.","['Air conditioning', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0541 624417,http://www.lazaroun.it,Emilia-Romagna,44.0628758,12.4470221
Taverna Rovita,via Rovita 13,Maratea,85046,Italy,€€,"CuisinefromBasilicata,Countrycooking",This restaurant in the historic centre of Maratea has been run with passion and enthusiasm by the same family since 1981. The emphasis is on a careful selection of top quality ingredients.For small groups (maximum 6 people) it is possible to dine in the room/cellar surrounded by old and precious bottles.,['Air conditioning'],"['Amex', 'Dinersclub', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 0973 258417,https://www.tavernarovitamaratea.it,Basilicata,39.9929792,15.7230897
Vitello d'Oro,via Erasmo Valvason 4,Udine,33100,Italy,€€€,"Seafood,Friulian","This restaurant boasts a new, even more beautiful look following its complete restoration in early 2019. However, one thing that has not changed is the excellent fish cuisine which has given the restaurant its fine reputation and drawn guests here since the mid 19C!","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0432 508982,https://www.vitellodoro.com/,Friuli-Venezia Giulia,46.0633481,13.2354304
Baccanti,via Sant'Angelo 58/61,Matera,75100,Italy,€€,ModernCuisine,"Facing Matera’s picturesque cave churches in one of the most charming parts of the old town, this restaurant is housed in a complex of old caves. Despite being inspired by local traditions, the cuisine is modern and creative in style and always of the highest quality.","['Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0835 333704,https://www.baccantiristorante.com/,Basilicata,40.6665696,16.6003782
